description;address;neighborhood;area;bedrooms;suites;wc;parking_spots;value;condo_fee;df_tax;aptlink
URGENTE!! ATENÇÃO! ÁGIO de Apto 3Quartos! Via Araguaia! Não exige transferência! 82m²! Confira!;CLN 5 Bloco J;Riacho Fundo I;-;3;1;2;1;129900;0;0;-
Apartamento 3 dormitórios para Venda em Brasília, ASA NORTE, 3 dormitórios, 1 suíte, 3 banheiros, 1;SQN 116 Bloco E;Asa Norte;95;3;1;3;1;1250000;730;1800;-
Maravilhoso 03 quartos suite 72 m² Nascente Vista livre Residencial Le Ville;Rua 25;Sul;120;3;1;2;1;570000;580;900;-
Prédio com 03 apartamentos com 2 quartos;QR 433 Conjunto 6;Samambaia Norte;-;2;1;2;1;450000;-;-;-
Apartamento com 3 dormitórios à venda, 93 m² por R$ 889.000,00 - Asa Sul - Brasília/DF;SQS 413 Bloco T;Asa Sul;93;3;1;2;0;889000;1;0;-
Apartamento para venda com 28 metros quadrados com 1 quarto;Rua 2;Setor Habitacional Vicente Pires;28;1;0;1;0;98000;0;0;-
Apartamento em excelente localização 2 Quartos e 2 vagas de garagem;QS 5 Rua 400;Areal;42;2;0;1;2;289000;500;-;-
Apartamento para venda tem 68 metros quadrados com 3 quartos em Samambaia Sul - Brasília - DF;Quadra 302 Conjunto 12;Samambaia Sul;68;3;1;2;6;320000;390;0;-
Apartamento com 2 quartos - Residencial Santos Dumont;QBR 1 Bloco E;Residencial Santos Dumont;-;2;0;1;2;195000;180;0;-
Apartamento com 3 dormitórios à venda, 62 m² por R$ 322.000 - Núcleo Bandeirante;Terceira Avenida Área Especial 12;Núcleo Bandeirante;62;3;0;1;0;322000;251;0;-
Apartamento a Venda 39m2 Frente Parque Aguas Claras;Avenida Parque Águas Claras;Norte;-;1;-;1;1;290000;0;0;-
Venda Amplo Apartamento 3 Qtos C/ Vista Livre, Garagem - Asa Norte - DF;SQN 304;Asa Norte;-;3;1;2;1;1500000;874;2000;-
Lindo Ap 2Q, Reformado, Elev, 65m2, 220mil 1º Andar, Nascente, Vic. Pires;Chácara 117;Setor Habitacional Vicente Pires - Trecho 3;65;2;-;1;0;220000;250;0;-
Excelente Apto no Edifício Angra dos Reis GAMA DF;Quadra 8 Comércio;Setor Sul;-;2;0;1;0;160000;150;-;-
Apartamento para venda com 158 metros quadrados com 4 quartos em Sul - Brasília - DF;Avenida das Araucárias;Sul;-;4;2;3;3;1416588;0;0;-
Excelente Apartamento! 03 Quartos, 68m2, Prox. Metrô, Res. Mônaco, Samambaia Sul - R$ 230.000,00;QN 120 Conjunto 1;Samambaia Sul;-;3;-;1;1;250000;-;0;-
Cobertura Duplex para venda com 90 metros quadrados com 3 quartos em Norte - Brasília - DF;Quadra 107 Rua A;Norte;90;3;1;1;1;840000;940;0;-
APTO 3 QTOS, SHIGS 714;SHIGS 714 Bloco Q;Asa Sul;125;3;1;3;0;990000;650;0;-
Apto quitado setor central Gama DF;Quadra 55;Setor Central;90;2;1;1;1;385000;0;0;-
Apartamento para venda com 83 metros quadrados com 2 quartos em Norte - Brasília - DF;Quadra 104;Norte;-;2;0;2;0;520000;474;0;-
ÁGIO 3 quartos Ceilandia Norte;QNN 11;Ceilândia Norte;68;3;1;2;1;290000;300;443;-
Apartamento para venda com 97 metros quadrados com 3 quartos em Asa Norte - Brasília - DF;SQN 210 Bloco K;Asa Norte;110;3;1;4;1;1090000;0;0;-
Apartamento de 3 quartos com suíte;Quadra 104;Norte;-;3;1;2;1;840000;0;0;-
Alto padrao: apt de 1 qt na Asa Norte;SHCGN 704 Bloco I;Asa Norte;54;1;1;2;1;769000;700;1260;-
Apartamento 2 Quartos Com Suíte e Armários. Garagem Coberta! Centro Urbano;Quadra 301 Conjunto 7;Samambaia Sul;90;2;1;2;1;315000;520;600;-
Apartamento para venda com 2 quartos em Águas Claras;Alameda Gravatá Quadra 301 Conjunto 20;Norte;58;2;1;2;1;380000;590;1;-
Apartamento à venda no Ed. Baviera em Taguatinga Norte - Brasília - DF;QNC 7;Taguatinga Norte;-;1;0;1;-;160000;340;0;-
Apartamento 4 quartos no Riviera Del Fiore - Águas Claras.;Alameda das Acácias Quadra 107;Norte;-;4;3;4;3;1550000;0;0;-
Apartamento para venda com 129 metros quadrados com 4 quartos em Sul - Brasília - DF;Rua 30;Sul;152;4;2;3;2;1150000;750;1380000;-
Ágio de apartamento em Taguatinga Norte - Brasília - DF;CNA 1;Taguatinga Norte;100;2;-;1;-;74900;-;0;-
Apartamento para venda com 2 quartos casa verde e amarela;QR 407;Samambaia Norte;33;2;0;1;0;177000;-;-;-
Apto 48m² 3 Qtos - Riacho Fundo II - Brasília - DF;QN 8F Conjunto 6;Riacho Fundo II;-;3;-;1;0;80000;-;-;-
Apartamento Lindo 2 Quartos Com Armários na Melhor Quadra de Samambaia;QR 412;Samambaia Norte;90;2;0;1;1;235000;350;350;-
Apartamento em Vicente Pires três Quartos mobiliado;Chácara 110;Setor Habitacional Vicente Pires - Trecho 3;60;2;1;2;1;250000;250;350;-
QR 212 2 QUARTOS- PRONTO PARA MORAR próximo ao metrô Samambaia Sul;QR 212 Conjunto 3;Samambaia Norte;-;2;0;1;1;280754;0;0;-
BRASÍLIA - Apartamento Padrão - ASA NORTE;-;Asa Norte;127;3;1;3;1;1300000;1213;2074;-
Apartamento Top 2 Quartos com Móveis Planejados, Garagem Coberta e Lazer Completissimo!;Quadra 301 Conjunto 7;Samambaia Sul;83;2;1;2;1;318000;520;500;-
SQNW 109 Bloco F | IRRESISTÍVEL JARDINS NOROESTE | 3 QUARTOS (1SUÍTE), 2 VAGAS;SQNW 109 Bloco F;Setor Noroeste;185;3;1;3;2;1700000;1316;0;-
Apartamento VAZADO, com 120 m2, 3 quartos, 3 garagem - Brasília - DF;Quadra 107;Norte;220;3;1;3;3;850000;780;1600;-
Apartamento para venda tem 68 metros quadrados com 2 quartos em Norte - Brasília - DF;Rua das Carnaúbas;Norte;-;2;1;2;2;607312;0;0;-
02 Quartos, sala integrada com varanda em excelente quadra na parte alta do Noroeste - Brasília - DF;SQNW 303 Bloco H;Setor Noroeste;-;2;1;3;2;1192341;-;-;-
Apartamento para venda com 2 quartos samambaia norte;QR 407;Samambaia Norte;33;2;0;1;1;178000;-;-;-
VENDA - Apartamento 3 quartos Águas Claras;Rua Alecrim;Norte;93;3;1;2;2;710000;760;1140;-
Apartamento para venda tem 65 metros quadrados com 2 quartos em Taguatinga Norte - Brasília - DF;QNL 9;Taguatinga Norte;65;2;-;1;1;180000;380;500;-
Renda média de 2 mil p conseguir, ganhe subsídio ou desconto;QR 407 Conjunto 5;Samambaia Norte;55;1;0;1;1;175500;200;100;-
Apto 03 quartos, 1 suíte e com ótima reforma;-;Asa Sul;96;3;-;2;-;580000;420;-;-
Apartamento para venda com 50 metros quadrados com 2 quartos em Riacho Fundo II - Brasília - DF;QS 31 Conjunto 4;Riacho Fundo II;50;2;0;1;1;160000;373;0;-
Apartamento à venda 3 quartos,1 suíte, 70m², vista livre, andar alto, Rua 35 Sul Águas Claras-DF;Rua 35;Sul;-;3;1;2;1;560000;565;-;-
APARTAMENTO DESOCUPADO, TOTAL VILLE QUADRA 101, AO LADO DO COMÉRCIO.;Rodovia BR-040;Santa Maria;-;2;1;1;1;131000;0;0;-
Apartamento para venda tem 68 metros quadrados com 3 quartos;EPTG QE 3 Bloco B-11;Quadras Econômicas Lúcio Costa;68;3;0;1;2;398000;550;0;-
Real Celebration 2 Quartos 1 Suíte Varanda Gourmet;Rua 37;Sul;68;2;1;2;1;510000;600;-;-
Vendo apartamento Contemplar 2 qtos sendo 1 suíte 2 vagas de garagem;Área Especial 2 Módulo E;Guará II;-;2;1;2;2;590000;400;0;-
Programa casa verde e amarela, muitas facilidades;QR 407 Conjunto 5;Samambaia Norte;54;2;0;1;1;176800;200;100;-
COBERTURA DUPLEX,205M², 4 VAGAS SOLTAS, COM PISCINA E CHURRASQUEIRA PRIVATIVAS;Avenida Parque Águas Claras;Sul;380;4;2;4;4;1599900;1500;2500;-
Apartamento para venda tem 97 metros quadrados com 3 quartos em Norte - Brasília - DF;Rua das Carnaúbas;Norte;-;3;1;2;2;775000;0;0;-
Contemplar, Vendido;Área Especial 2 Módulo E;Guará II;100;2;1;2;2;645000;465;512;-
Ágio de Apartamento no Riacho Fundo 2;-;Riacho Fundo II;-;3;1;1;1;52900;-;-;-
Residencial Martha - CNB 02 - 2 QUARTOS REFORMADO;CNB 2;Taguatinga Norte;78;2;0;2;0;255000;350;500;-
VENDA APARTAMENTO 3 QUARTOS – RES. PALLADIUN – AGUAS CLARAS;Rua 21;Norte;-;3;1;2;1;540000;413;0;-
Apartamento à venda 02 quartos, 76m², vista livre na Rua 30 Sul Águas Claras – DF;Rua 30;Sul;116;2;0;2;1;499000;-;-;-
Apartamento de 1 Quarto em Águas Claras;Rua 36;Norte;30;1;-;1;1;250000;340;520;-
lindo apartamento de 01 quarto;Rua 24;Norte;44;1;1;1;1;288000;290;1;-
Pode reverter p 1 ou 2 quartos, renda média ideal 2 mil, muitas facilidades pelo programa casa verde;QR 407;Samambaia Norte;56;2;0;1;1;173900;200;100;-
Apartamento 2 Quartos SQS 408 !!! 530.000 !!!;SQS 408 Bloco J;Asa Sul;56;2;0;1;0;530000;480;0;-
Maravilhoso apartamento de 4 quartos Taguatinga Norte;CNB 9;Taguatinga Norte;272;4;0;5;4;795000;1400;375;-
Via Club Águas Claras, com 3 quartos, 1suite, 97 m², reformado, lazer completo, melhor localização.;Rua das Paineiras;Norte;115;3;1;2;1;795000;750;1060;-
Lindo apartamento em Residencial Guará Village Guará II;QE 38 Conjunto F;Guará II;-;2;0;1;1;399000;0;0;-
APARTAMENTO VICENTE PIRES;Rua 3;Setor Habitacional Vicente Pires;70;2;1;2;1;270000;320;-;-
Apartamento para venda possui 50 metros quadrados com 1 quarto;QMS 2;Setor de Mansões de Sobradinho;53;1;0;1;1;100000;0;0;-
Apartamento para venda tem 37 metros quadrados com 1 quarto em Asa Sul - Brasília - DF;SQS 408 Bloco B;Asa Sul;-;1;0;1;0;340000;380;680;-
Vendo apartamento Quadra 17, com 02 quartos, garagem e elevador. Ed. Serra Verde;Quadra 17 AR 5;Sobradinho;111;3;1;2;1;320000;-;-;-
Apartamento para venda com 2 quartos;Rua 4A;Setor Habitacional Vicente Pires;55;2;1;2;1;245000;-;-;-
Apartamento 2 quartos reformado Riacho fundo l l condomínio 20;Quadra QC 5 Conjunto 6;Riacho Fundo II;70;2;0;1;1;169000;306;-;-
Vendo lindo Apt de 1 Qto com Armários Riacho Fundo I;QN 1 Conjunto 19;Riacho Fundo I;35;1;0;1;0;138000;150;1;-
Residencial novo tempo Qr 412 Samambaia AP 2 Qrts 65m 210 mil;QS 412 Conjunto E;Samambaia Norte;65;2;0;1;1;210000;400;-;-
CSG 04 TAGUATINGA SUL AGIO R$ 53.000,00 APARTAMENTO DE QUARTO.;CSG 4;Taguatinga Sul;-;1;1;1;1;53000;150;0;-
Residencial Carlos Chagas (SQN 208 Bloco K, Asa Norte – Brasília/DF);SQN 208 Bloco K;Asa Norte;238;4;2;4;2;1850000;1100;0;-
Apartamento para venda tem 156 M² com 4 quartos 2 vagas desocupado vazado Asa Sul - Brasília - DF;SQS 307 Bloco F;Asa Sul;176;4;1;3;2;1590000;1600;0;-
Apartamento de 03 quartos em Águas Claras Sul;Avenida Parque Águas Claras;Sul;-;3;2;3;1;570000;560;950;-
SUDOESTE, QUADRA 105, EXCELENTE LOCALIZAÇÃO;SQSW 105;Setor Sudoeste;98;3;1;2;1;1360000;0;0;-
Vista Externa + Localização Top| Clnw 10/11, Acontece Center - Noroeste;-;Setor Noroeste;32;1;0;1;1;412500;0;0;-
Apartamento para venda com 3 quartos em Setor Central Gama - Brasília - DF;Quadra;Setor Central;74;3;1;2;1;270000;440;484;-
REFORMADO + CANTO + VISTA LIVRE! ED VIA VIENA, SQSW 105, SUDOESTE;-;Setor Sudoeste;108;3;1;3;1;1380000;0;0;-
QN 7 Apartamento para venda tem 38 metros quadrados com 1 quarto em Riacho Fundo I - Brasília - DF;QN 7 Área Especial 7;Riacho Fundo I;38;1;0;1;0;98000;0;0;-
Apartamento de 2 Quartos em Taguatinga com Suíte - Lazer -Reformado e Planejado;QI 12;Setor Industrial;56;2;1;2;1;360000;0;0;-
APARTAMENTODE 3 QUARTOS NO RESIDENCIAL LE VILLE;Avenida Pau Brasil;Sul;88;2;1;2;1;398000;400;500;-
Apartamento 2 quartos 74m2 Águas Claras;Rua Babaçu;Sul;74;2;1;2;1;590000;-;-;-
Apartamento para venda possui 30 metros quadrados com 1 quarto em Samambaia Sul - Brasília - DF;QS 320;Samambaia Sul;-;1;-;1;1;159900;350;150;-
Apartamento de 90 m² com 2 quartos em Riacho Fundo I - Brasília - DF;Avenida Sucupira;Riacho Fundo I;-;2;1;2;1;168000;50;0;-
Apartamento Flex Gama 2 quartos em Setor Central - Brasília - DF;Área Especial Lado Leste;Setor Central;-;2;1;1;-;329990;0;0;-
Apartamento para venda com 32 metros quadrados com 1 quarto.;Avenida das Castanheiras;Norte;32;1;0;1;0;125000;0;0;-
Renda média de 2 mil, lazer completo, bem localizado;QR 407 Conjunto 2;Samambaia Norte;58;2;0;1;1;179000;200;100;-
Apartamento para venda possui 48 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;48;1;1;1;2;330000;0;0;-
West Side Lindo 2 Quartos - Reformado c/ Armários Planejados (Vaga Coberta);QNN 11;Ceilândia Norte;58;2;1;2;1;220000;380;550;-
Apartamento à venda, 1 quarto, 1 vaga, Asa Norte - Brasília/DF;-;Asa Norte;33;1;0;1;1;470000;480;0;-
Espetacular 01 Quarto 46 M² Aguas claras!!!!!! R$ 390.000,00 Muitos armários Reformado;Rua 4;Norte;71;1;0;1;1;390000;450;600;-
Apartamento à venda de 2 quartos, no Setor Hab. Contagem - Sobradinho/DF;Rodovia DF-425;Setor Habitacional Contagem;59;2;0;1;0;180000;100;0;-
Apartamento para venda com 46 metros quadrados com 1 quarto em Sul - Brasília - DF;Avenida Jacarandá;Sul;-;1;1;1;1;356000;407;720;-
Duplex para venda tem 58 metros quadrados com 2 quartos;Rua 12;Setor Habitacional Vicente Pires;58;2;0;1;1;175000;80;650;-
Apartamento para venda possui 56 metros quadrados com 2 quartos;CA 5;Setor de Habitações Individuais Norte;56;2;1;1;1;680000;1;1;-
Apartamento resindencial Elegance;QS 401 Conjunto D;Samambaia Norte;50;2;0;1;1;220000;400;451;-
LINDO DUPLEX DE 04 SUÍTES E 04 VAGAS DE GARAGEM - ÁGUAS CLARAS SUL;Rua Babaçu;Sul;407;4;4;6;4;2119500;1788;2398;-
QD 104 BL A APTO 2 QUARTOS + ESCRITÓRIO - ED. VILLENEUVE ÁGUAS CLARAS;Quadra 104;Norte;-;2;-;2;0;540000;474;0;-
Vendo - aceita carro no negocio - Cobertura - Riacho Fundo II - 2 quartos - vista maravilhosa;QN 12A Conjunto 4;Riacho Fundo II;56;2;-;1;0;158000;-;-;-
BRASÍLIA - Apartamento Padrão - ASA NORTE;-;Asa Norte;78;3;1;2;1;1180000;700;-;-
Apartamento para venda com 2 quartos em Ceilândia Norte - Brasília - DF;QNM 12 Via NM 12B;Ceilândia Norte;-;2;0;1;1;219000;0;0;-
Apartamento de 3 Qts a venda em Guará 2 - Residencial Maestri;Área Especial 4 Módulo B;Guará II;100;3;1;3;1;789000;674;174;-
Apartamento Reformado 2 Quartos em Samambaia Sul;QR 103;Samambaia Sul;45;2;0;1;1;210000;500;-;-
APTO - 2 QTS | SUPER BEM LOCALIZADO | OPORTUNIDADE!!;QSC 19;Taguatinga Sul;70;2;1;2;-;300000;0;0;-
2 Quartos 1 Suíte Varanda Gourmet REAL CELEBRATION;Rua 37;Sul;70;2;1;2;1;525000;570;0;-
Vendo APTO com 2 Qts, todo mobiliado, com ar condicionado em todos ambiente, reforma auto padrão!;SHCES Quadra 1307 Bloco G;Cruzeiro Novo;-;2;0;1;0;580000;-;-;-
Apartamento para Venda em Brasília, Taguatinga Norte (Taguatinga), 3 dormitórios, 1 suíte, 1 banheir;Setor SAGOCA;Taguatinga Norte;62;3;1;1;1;385000;409;0;-
Residencial Residencial Safira Qs 517 - 2qts - Reformado;QS 517 Conjunto A;Samambaia Sul;52;2;0;1;1;255000;270;400;-
2 Quartos com Armários no Itamaraty - vista livre floresta+ armários planejados;Setor SAGOCA;Taguatinga Norte;48;2;0;1;1;280000;0;0;-
Apto 1 qto QN07 Riacho fundob2 DF;-;Riacho Fundo I;-;1;-;1;-;89000;-;0;-
Apto 2Qtos no Residencial Gamaggiore no Setor Industrial - Brasília - DF;Quadra 1;Setor Industrial;66;2;1;1;1;300000;300;700;-
Apartamento de 2 Quartos no condomínio novo horizonte Sobradinho;Rodovia DF-425;Setor Habitacional Contagem;60;2;1;1;0;219000;-;-;-
Excelente apartamento 3Q 78m 2 andar QS 7 265 mil;QS 7;Areal;78;3;1;2;1;265000;410;-;-
Use seu fgts na compra, ganhe itbi e registro, parcele sua entrada se necessário;QR 407 Conjunto 7;Samambaia Norte;56;2;0;1;1;176780;220;100;-
Apartamento para venda com 103 metros quadrados com 3 quartos em Sul - Brasília - DF;Avenida das Araucárias;Sul;-;3;1;2;2;925666;570;0;-
Apartamento a venda no Gama (Residencial Flex Gama);Área Especial Lado Leste;Setor Central;-;2;1;1;1;370000;0;0;-
Apartamento para venda tem 67 m2 com 1 quarto, sala, em Setor Noroeste - Brasília - DF;CLNW 10/11;Setor Noroeste;-;1;1;2;2;599165;633;1392;-
Flex Gama 3 quartos 72,5m2 st nascente lazer vg cob. andar alto;Área Especial Lado Leste;Setor Central;-;3;1;2;1;439000;420;600;-
2 Quartos 1 Suíte 78m2 Le Ville;Rua 25;Sul;90;3;1;2;1;629000;600;1200;-
Apartamento para venda com128 m², com 3 quartos em Aguas Claras Norte - Brasília - DF;Quadra 105;Norte;128;3;2;3;3;1339623;-;850;-
Cobertura com 4 Suítes em Asa Sul Via Montello;SQS 212 Bloco K;Asa Sul;370;4;4;7;2;4790000;2838;0;-
QN 410 Prédio 6 apartamentos Samambaia;QN 410;Samambaia Norte;400;2;-;1;5;1100000;-;-;-
Apartamento para venda com 50 metros quadrados com 2 quartos em Taguatinga Sul - Brasília - DF;QSE 9;Taguatinga Sul;-;2;-;1;1;199999;150;50;-
Apartamento para venda com 68 metros quadrados com 3 quartos em Taguatinga Sul - Brasília - DF;CSG 11;Taguatinga Sul;68;3;1;1;2;290000;590;500;-
Apartamento com preços diferenciado;QR 407 Conjunto 9;Samambaia Norte;-;2;0;1;1;180000;0;0;-
Apartamento à venda 74m², 1 quarto c/suíte, andar alto, vista livre, Rua 30 Sul Águas Claras - DF;Rua 30;Sul;74;1;1;2;1;560000;0;0;-
Apartamento para venda tem 91 metros quadrados com 3 quartos,suíte,porcelanato,predio reformado...;SQSW 302 Bloco E;Setor Sudoeste;170;3;1;3;1;1320000;745;0;-
Excelente Apto 3 Qtos Residencial Encanto no Setor Industrial - Brasília - DF;Quadra 6;Setor Industrial;107;3;1;2;2;780000;500;750;-
Apartamento de 01 quartos com elevador;Avenida Sucupira;Riacho Fundo I;55;1;-;1;-;150000;0;0;-
APARTAMENTO RESIDENCIAL em BRASÍLIA - DF, SETOR NOROESTE;SQNW 310 Bloco B;Setor Noroeste;105;3;1;3;2;1550000;-;-;-
Apartamento para venda tem 66 metros quadrados com 2 quartos em Setor Central - Brasília - DF;Área Especial Lado Leste;Setor Central;66;2;1;2;-;350000;380;0;-
Apartamento de 3 quartos, reformado, lazer completo, vista livre e com 1 VAGA.;Rua 37;Sul;81;3;1;2;1;680000;545;0;-
Águas Claras Residencial Cervantes - Apartamento 3 Quartos sendo 1 Suíte, com armários, reformado.;Rua 8;Norte;89;3;1;2;1;590000;576;951;-
Apartamento 54m², 2 quartos, ótima localização, Ac. Financiamento, SQS 410.;SQS 410 Bloco L;Asa Sul;54;2;-;1;-;470000;350;1164;-
Apartamento para venda tem 62 metros quadrados com 3 quartos em Taguatinga Norte - Brasília - DF;Setor SAGOCA;Taguatinga Norte;-;3;1;1;1;340000;0;0;-
Apartamento 02 quartos com garagem;QN 31 Conjunto 4;Riacho Fundo II;55;2;-;1;1;92000;207;0;-
QN 120 otimo local - 3 quartos, 1 vaga ao lado do metrô!;QN 120 Conjunto 1;Samambaia Sul;-;3;-;1;1;269900;430;500;-
Quadra 205, 03 quartos, Reformado, Desocupado;-;Sul;20000;3;-;3;2;940000;950;-;-
APARTAMENTO PARA VENDA NO TAGUA LIFE COM 37m² - 1 quarto;CSG 3;Taguatinga Sul;60;1;1;1;1;269900;299;408;-
Apartamento à venda - Asa Norte - Brasília/DF - 2ª Praça às 10h00;SQN 412;Asa Norte;68;1;0;1;0;375600;0;0;-
BRASÍLIA - Apartamento Padrão - NORTE (ÁGUAS CLARAS);-;Norte;97;3;1;2;2;580000;630;-;-
OPORTUNIDADE EXCLUSIVA EM SAMAMBAIA SUL – QN 512 RESIDENCIAL FENIX;QN 512 Conjunto 1;Samambaia Sul;70;2;-;1;1;260000;300;375;-
Apartamento para aluguel ou venda possui 50 m² com 2 quartos em Ceilândia Sul - Brasília - DF;EQNN 20/22 Bloco D;Ceilândia Sul;-;2;-;1;-;170000;0;0;-
NASCENTE + VISTA LIVRE + REFORMADO! RESIDENCIAL INGRID, QUADRA 205, ÁGUAS CLARAS;-;Sul;58;2;1;2;1;549000;0;0;-
Apto, 1 Quarto, 01 vaga . Um resort em Brasília - Financiado - Aceita FGTS;SGCV Lote 10;Zona Industrial;-;1;0;1;1;360188;350;-;-
04 suítes - 03 vagas - 210 m² - Sala ampla e suíte espaçosa - Noroeste - Brasília - DF;SQNW 309 Bloco C;Setor Noroeste;-;4;4;6;3;3144891;-;-;-
Apartamento com 02 quartos no Ed. Pouso Alto em Taguatinga Sul - Brasília - DF;CSB 2;Taguatinga Sul;-;2;-;1;1;240000;380;0;-
Apartamento com 1 dormitório à venda, 36 m² por R$ 435.000,00 - Lago Norte - Brasília/DF;CA 2;Setor de Habitações Individuais Norte;36;1;0;1;1;435000;300;0;-
Apartamento para venda possui 126 metros quadrados com 3 quartos em Setor Noroeste - Brasília - DF;SQNW 311 Bloco A;Setor Noroeste;-;3;1;3;2;1880000;0;0;-
Excelente oportunidade para morar com tranquilidade e conforto em Taguatinga Sul;CSB 6;Taguatinga Sul;-;2;-;1;1;250000;570;0;-
Apartamento para venda com 68 metros quadrados com 3 quartos em Ceilândia Sul - Brasília - DF;QNM 33 Área Especial H;Ceilândia Sul;-;3;1;2;1;390000;-;-;-
Agio Total Ville Setor Meireles - Brasília - DF Parcelas 570;QR 201 Conjunto A;Santa Maria;-;2;-;1;1;55999;1;2;-
Apartamento com 2 dormitórios à venda, 55 m² por R$ 270.000,00 - Vicente Pires - Vicente Pires/DF;Rua 4A;Setor Habitacional Vicente Pires;55;2;0;1;0;270000;240;0;-
Apartamento para venda com 58 m² super reformado com 2 quartos, em Águas Claras - Brasília - DF;Rua 36;Sul;75;2;1;2;1;499000;532;-;-
Apartamento de 3 quartos, suíte e armários planejados;Rua 4A;Setor Habitacional Vicente Pires;-;3;1;2;0;220000;-;-;-
Apartamento em Samambaia Norte;QR 408;Samambaia Norte;65;3;1;2;1;250000;350;-;-
Apto de 02 quartos Gama Setor Central;EQ 55/56;Setor Central;-;2;0;1;1;165000;240;500;-
Lindo e Amplo Apartamento para venda com 190 metros quadrados com 4 quartos em Asa Norte - Brasília;SQN 310 Bloco K;Asa Norte;-;4;2;1;1;2200000;0;0;-
alto padrao com 2 suítes e lavabo, Noroeste, Infinite Residence.;SQNW 309 Bloco K;Setor Noroeste;75;2;2;3;1;1139000;750;200;-
Apartamento 2 Quartos, Residencial Dona Lira II. QR 404;QR 404 Conjunto 7;Samambaia Norte;-;2;-;1;1;229000;320;500;-
Apartamento Cobertura Duplex 3 Quartos ao Lado do Metrô! Aceita Financiamento!;QN 120;Samambaia Sul;100;3;1;2;1;390000;514;543;-
APTO 3 QUARTOS - PORTEIRA FECHADA;QR 108;Samambaia Sul;98;3;1;1;1;380000;519;700;-
ALIANÇA IMOVEIS VENDE EXELENTE APARTAMENTO EM AGUAS CLARAS;Quadra 101;Norte;50;2;-;1;1;410000;0;0;-
Apartamento duplex com 4 suítes , em Águas Claras (Sul) com 245 m² no Premiere;Rua Babaçu;Sul;-;4;4;6;4;1990000;0;0;-
Apartamento para venda com 2 quartos Aguas Claras- Brasília - DF;Quadra 201;Sul;86;2;1;2;1;545000;579;626;-
Apartamento para venda possui 188 metros quadrados com 3 quartos em Norte - Brasília - DF;Rua das Carnaúbas;Norte;-;3;3;5;3;1780002;0;0;-
Ap 2 quartos, itbi e registro, entrada facilitada, ganhe benefícios;QR 407 Conjunto 6;Samambaia Norte;79;2;0;1;1;211000;300;-;-
QE 40 02 QTOS SALA AMPLA C/ VISTA LIVRE DESOCUPADO.AC CARRO(-)valor;QE 40;Guará II;-;2;0;1;0;85000;0;0;-
BORGES LANDEIRO APARTAMENTO AMPLOS ACEITA FINANCIAMENTO E FGTS COM, Ceilândia Norte;QNO;Ceilândia Norte;81;3;1;1;1;398000;0;0;-
Apartamento a Venda no Edifício Panorama Quadra 14 em Sobradinho;Condomínio Vale do Sol;Sobradinho;-;2;0;1;-;235000;0;0;-
Rua 37 Sul, Res.Eva Camilo, Apto 4 qtos, sendo 1 suíte, maior planta do prédio!;Rua 37;Sul;114;4;1;3;2;830000;0;0;-
Apartamento para venda tem 118 metros quadrados com 3 quartos em Sul - Brasília - DF;Rua 9;Sul;-;3;1;3;2;879000;795;1222;-
Apartamento para venda tem 63 metros quadrados com 2 quartos em Taguatinga Norte - Brasília - DF;CNB 6;Taguatinga Norte;63;2;2;2;1;365000;300;1200;-
